id,title,price,availability,star_rating,category
751f4f44-c1fa-4add-bc60-d46aef8e1750,The Girl You Lost,12.29,1 ,5,Mystery
02409ff2-646b-472a-8d63-bf84ec86f8b5,The Girl In The Ice (DCI Erika Foster #1),15.85,1 ,3,Mystery
9b187f1d-2b7c-48a0-8312-561ab6213bd6,Blood Defense (Samantha Brinkman #1),20.30,1 ,3,Mystery
ccb5f129-9021-413c-9fcf-c221613ede3b,1st to Die (Women's Murder Club #1),53.98,1 ,1,Mystery
b79279ef-572b-47a0-b5db-c52505681fad,Tipping the Velvet,53.74,20 ,1,Historical Fiction
89488778-9867-4022-bd75-7251f1e5c77b,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,29.69,16 ,3,Historical Fiction
1317d860-e40a-4cef-a0db-82d2f1d473cc,A Flight of Arrows (The Pathfinders #2),55.53,16 ,5,Historical Fiction
52f267eb-9271-4267-afcb-fe20483cfe7a,The House by the Lake,36.95,15 ,1,Historical Fiction
4b44362d-ea8f-4c6e-80fd-62ca8a4d89fa,Mrs. Houdini,30.25,15 ,5,Historical Fiction
f00d8f0d-bfb2-4b9f-a575-62a1f2889ff8,The Marriage of Opposites,28.08,14 ,4,Historical Fiction
b949d7bd-5cf2-46ca-99ba-bdbcc33960ed,Glory over Everything: Beyond The Kitchen House,45.84,14 ,3,Historical Fiction
7a337364-681a-4d89-a2d7-af37ed61465d,"Love, Lies and Spies",20.55,12 ,2,Historical Fiction
63cfff68-9b99-4b2e-8efa-37b510bff649,A Paris Apartment,39.01,12 ,4,Historical Fiction
088c283f-279e-429d-9a42-e0b919e5847b,Lilac Girls,17.28,11 ,2,Historical Fiction
346dbeca-44fd-4606-9295-3b198ecd4b40,The Constant Princess (The Tudor Court #1),16.62,7 ,3,Historical Fiction
c5a4ebf1-5d0d-47e9-858f-e9d0b7c0a469,The Invention of Wings,37.34,6 ,1,Historical Fiction
68438e48-afdd-4f63-9394-f733257bb839,World Without End (The Pillars of the Earth #2),32.97,5 ,4,Historical Fiction
54d39f5c-546c-42c5-a00c-38ab721b23f6,The Passion of Dolssa,28.32,4 ,5,Historical Fiction
fb708160-18ec-4db7-92a1-f715e5c5e647,Girl With a Pearl Earring,26.77,4 ,1,Historical Fiction
5db76f63-404d-46e0-87f7-1938859ea099,Voyager (Outlander #3),21.07,3 ,5,Historical Fiction
4eff9755-e2ec-4b22-a352-ffc9e389af57,The Red Tent,35.66,3 ,5,Historical Fiction
b6167997-ae73-4c96-afaa-6fabef473593,The Last Painting of Sara de Vos,55.55,3 ,2,Historical Fiction
0ed5f97b-3eca-4359-a94f-4de9dad086b0,The Guernsey Literary and Potato Peel Pie Society,49.53,3 ,1,Historical Fiction
b6ed1389-76ec-425b-b52e-6af9e9743373,Girl in the Blue Coat,46.83,3 ,2,Historical Fiction
37c928b2-ace2-4c8b-a559-e6d88dfb9a9b,Between Shades of Gray,20.79,3 ,5,Historical Fiction
e93abf75-5d22-4de3-98af-d7efd2a53240,While You Were Mine,41.32,1 ,5,Historical Fiction
78f1d851-f05c-42d5-b76d-6c041e3e4a20,The Secret Healer,34.56,1 ,3,Historical Fiction
4547669b-b98c-4ab3-8ee1-e0966b70c83a,Starlark,25.83,1 ,3,Historical Fiction
60c3b0e0-5c44-47f6-a33f-c4d280b7abfe,Lost Among the Living,27.70,1 ,4,Historical Fiction
9e70d2ea-6c52-4906-afb0-2cca2ef8ae1b,A Spy's Devotion (The Regency Spies of London #1),16.97,1 ,5,Historical Fiction
5671e72e-da07-439d-a7f9-8bce3e600cfe,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,19 ,5,Sequential Art
62993ace-a6fc-48bb-a356-35f1d75230eb,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),16.28,16 ,1,Sequential Art
a115e676-4f7c-44c0-b418-2cc6e0759162,This One Summer,19.49,16 ,4,Sequential Art
dc767587-a038-48b7-ab3e-ed681ecba684,The Nameless City (The Nameless City #1),38.16,16 ,4,Sequential Art
32eb92a3-08c0-4205-8342-050d509b4b32,"Saga, Volume 5 (Saga (Collected Editions) #5)",51.04,16 ,2,Sequential Art
22150697-2716-42db-9db2-ad696ac192e7,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",50.40,16 ,3,Sequential Art
efc78f6d-e0f9-4007-a873-2dfb3b6cd6c5,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",13.61,16 ,5,Sequential Art
ead3f32f-3525-44d5-af6e-cf8ea9bd845e,"Pop Gun War, Volume 1: Gift",18.97,16 ,1,Sequential Art
2a58e3a3-7801-4802-84fe-393ad24ae005,Patience,10.16,16 ,3,Sequential Art
2fcb3c11-fd4e-49c9-add3-1d20aec23df4,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",15.44,16 ,4,Sequential Art
8bcacf1c-659c-4e42-9b07-e389a93bf71d,orange: The Complete Collection 1 (orange: The Complete Collection #1),48.41,16 ,1,Sequential Art
f9c03938-12da-4a97-ae96-503858465ccd,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",46.91,16 ,2,Sequential Art
d3914d53-0c9f-45ba-82e7-0a3e5dabdbbf,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",45.61,16 ,3,Sequential Art
3c87717a-8ea7-44df-913e-51f6e3dcdda9,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),19.92,16 ,2,Sequential Art
16acf8db-2dc5-4a3b-b39d-565a5cc3044b,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",29.17,16 ,2,Sequential Art
8b9c4277-febd-447f-b628-4f73110df288,I am a Hero Omnibus Volume 1,54.63,16 ,3,Sequential Art
7cdc8c68-a987-4405-9b17-ce1f725e8c14,"Giant Days, Vol. 2 (Giant Days #5-8)",22.11,16 ,2,Sequential Art
ef3866ff-c2bc-45f8-ac3d-578fd709cc5f,Danganronpa Volume 1,51.99,16 ,4,Sequential Art
4355d3a5-3988-4726-890b-78cc9587364e,"Codename Baboushka, Volume 1: The Conclave of Death",36.72,16 ,4,Sequential Art
b9fc546d-ccf8-4276-bb3b-315acfc46157,Camp Midnight,17.08,16 ,4,Sequential Art
c78c391d-6e64-483a-8b35-35a6aa880e50,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",37.92,16 ,2,Sequential Art
94334273-c0bd-475e-a1bf-d96afa55f857,The Shadow Hero (The Shadow Hero),33.14,15 ,1,Sequential Art
21332693-6fd3-4c47-9002-830d75bfcd22,"Fables, Vol. 1: Legends in Exile (Fables #1)",41.62,15 ,4,Sequential Art
88e7fae9-f4f7-4962-a89a-ee934e7cd6be,Batman: The Long Halloween (Batman),36.50,15 ,2,Sequential Art
b19d4b32-b7a9-44cf-8400-c58edc5ee8a7,Batman: The Dark Knight Returns (Batman),15.38,15 ,5,Sequential Art
7fc5622a-6b4d-4614-b464-72d0b51b8ceb,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",37.34,14 ,4,Sequential Art
72bb8c91-2aea-4809-933a-c94c8b4b8b3e,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",53.90,14 ,1,Sequential Art
f45b50a0-50fa-43e9-be9b-7dde304ace43,Through the Woods,25.38,14 ,2,Sequential Art
b168d14d-d973-4c92-a63d-b32992d7b72b,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,14 ,5,Sequential Art
bbe29aaa-c78d-4464-a6df-c08afc1e8a06,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",35.43,14 ,4,Sequential Art
fc6345f5-af27-4ce5-8bc3-b3ccb301e876,Robin War,47.82,14 ,3,Sequential Art
5af7cf7f-2ccb-4dfe-beda-050420aa8dc6,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,14 ,2,Sequential Art
92a6233f-38da-4e17-b880-1467caa6a7b9,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,14 ,2,Sequential Art
b393db97-25f6-40eb-a64e-0de76061f219,Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,14 ,2,Sequential Art
cba49270-a454-422f-a7ba-a92baf0c5472,El Deafo,57.62,14 ,5,Sequential Art
0e551b2d-6898-4722-b18b-563fcae5b428,Batman: Europa,32.01,14 ,2,Sequential Art
fe09eb3e-3fac-4fd1-a6fa-f8025dae24bb,Art Ops Vol. 1,48.80,14 ,3,Sequential Art
ce25563b-7c64-4d55-ab28-117c357e1abe,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.90,14 ,2,Sequential Art
6436563e-2e6d-4bdc-bca5-18c1a33dc00a,"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,9 ,4,Sequential Art
b3f6deca-7556-4a45-b5d9-031f09aa060c,Roller Girl,14.10,8 ,5,Sequential Art
ad75fa12-f618-47e8-8949-dc144efff19b,"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,7 ,1,Sequential Art
bdd7611c-7697-45ea-a2a9-d7b81daa8cf7,"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,6 ,4,Sequential Art
3553edd4-e75e-40e5-8c69-438040f41097,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,6 ,3,Sequential Art
222d0edb-d371-4787-8c31-1ecae6a3caff,"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,5 ,1,Sequential Art
e089b9da-7a36-48f0-a839-11cabb8e192e,"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,5 ,1,Sequential Art
bb28629a-8d56-402c-a251-19d270293fae,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,4 ,2,Sequential Art
22bb39cf-150a-489f-ad6e-fa4a5ae2c8ea,"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4 ,4,Sequential Art
9d03650d-e632-4991-abef-f7c70a2953f3,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,3 ,3,Sequential Art
06abfb85-2140-4ee6-b0cd-727818188514,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,3 ,5,Sequential Art
a4627f1b-60ca-4e69-800d-2a0b08357796,"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,3 ,5,Sequential Art
0d758093-9df0-401b-9358-472ececf5d97,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3 ,3,Sequential Art
12675175-cf84-4f49-b12e-f818cc5dd707,Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,3 ,1,Sequential Art
c262a098-8252-47bd-a22d-6b337fd0ce8b,Original Fake,31.45,3 ,3,Sequential Art
8b729b84-d048-4a30-b1fb-6e372d2dbf3e,"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,3 ,1,Sequential Art
00ce968b-718b-433e-8504-caa10810e16c,"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,3 ,2,Sequential Art
56f863df-9dcd-4e57-a9ce-eeb8f3bb303b,"Black Butler, Vol. 1 (Black Butler #1)",49.31,3 ,1,Sequential Art
be81d391-54ba-41a5-a070-51ab37e92ec9,Awkward,38.02,3 ,2,Sequential Art
ffee588b-84b8-42a1-9295-58f38e7eb682,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,2 ,1,Sequential Art
0f7f040f-cfcf-4961-bcd9-7036dc54c6c2,"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,2 ,3,Sequential Art
0503eb3a-f440-4c1e-bca7-fa320d5c4474,"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,2 ,5,Sequential Art
fabbbaa7-a06c-4d7b-966c-2bfcb9a7c6cb,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,1 ,4,Sequential Art
72e8b828-f4f0-4484-ad8a-d8129316aa19,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,1 ,2,Sequential Art
6b490353-063d-41f1-84ae-10cc5bfd947d,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,1 ,3,Sequential Art
b636511f-63ef-4794-87a2-d94586623ede,The Complete Maus (Maus #1-2),10.64,1 ,3,Sequential Art
7b0bf30d-dd9d-4785-9a3f-86aaef20d1e0,"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,1 ,3,Sequential Art
e6aacbcd-1f7b-4ba7-8880-88328f096967,"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1 ,1,Sequential Art
d62dc0a0-f89b-4f0f-8212-15e1c6cac92a,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,1 ,5,Sequential Art
6a39b84a-f3fc-4c5b-a464-4426f3afef0a,"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,1 ,4,Sequential Art
95f58135-e897-4f55-b1bb-962616ee41a2,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,1 ,3,Sequential Art
b94207df-2a57-4fa6-a373-0b4997804130,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,1 ,4,Sequential Art
809c9885-fe0b-44a7-be09-37ac2ec8c1bd,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,1 ,3,Sequential Art
1747b621-4199-482c-afa0-dd990055cc42,"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,1 ,4,Sequential Art
b828aef2-f8bb-49c5-a49a-6eb5a219cd68,"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,1 ,5,Sequential Art
0ade279e-40eb-4dfd-81d7-f4763c15d27d,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,1 ,5,Sequential Art
7d8a848b-0413-4381-8746-309c27513bd4,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,1 ,4,Sequential Art
5201e051-53ad-43da-9bb7-8aa11d7a5dcc,The Secret Garden,15.08,5 ,4,Classics
ac2b6558-98a2-4176-9bbb-6ce791559efe,The Metamorphosis,28.58,5 ,1,Classics
3532ad03-fb28-45e7-8829-3fed151f07c4,The Pilgrim's Progress,50.26,4 ,2,Classics
0780bb70-f603-465d-8ffd-8b141355da3e,The Hound of the Baskervilles (Sherlock Holmes #5),14.82,4 ,2,Classics
6df6731a-ba88-4140-91a4-643052011a80,Little Women (Little Women #1),28.07,4 ,4,Classics
1c97503f-bc97-4662-9301-829454347984,Gone with the Wind,32.49,4 ,3,Classics
23763396-9501-434d-b030-15b97d4d1f16,Candide,58.63,4 ,3,Classics
28da308a-0585-47aa-b7ba-45279840c093,Animal Farm,57.22,4 ,3,Classics
01f406d0-3daa-4f55-bb82-9356e0628b9b,Wuthering Heights,17.73,3 ,3,Classics
d9d68056-0d78-4a69-8778-49a52e817299,The Picture of Dorian Gray,29.70,3 ,2,Classics
e484f548-181c-4bee-904a-c8804349d0f7,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,3 ,4,Classics
6600d5fd-64fb-4eef-a955-29a773c73e33,Beowulf,38.35,3 ,2,Classics
d28dfbce-d7b7-4794-8a75-b05c45f0bd17,And Then There Were None,35.01,3 ,2,Classics
62ce8032-81f6-4735-a763-adbc092a2085,The Story of Hong Gildong,43.19,1 ,4,Classics
7787b224-1483-41d3-9e5a-7c8f73eb5813,The Little Prince,45.42,1 ,2,Classics
4c1a1ca2-d681-467e-9a47-dc5f25c4c439,Sense and Sensibility,37.46,1 ,1,Classics
ac1ba796-b03b-41af-bb19-388f74feb9af,Of Mice and Men,47.11,1 ,2,Classics
d9bf4b1c-8c18-436b-a2f8-b1d77ca87537,Emma,32.93,1 ,2,Classics
57d16a77-c6e7-4c06-9dc8-eb2efed1bc96,Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1 ,1,Classics
e2dc7e69-30ec-4fb4-a434-8c460677a493,Sophie's World,15.94,18 ,5,Philosophy
c521615f-5e0f-4460-aa57-a1723a09309c,The Death of Humanity: and the Case for Life,58.11,16 ,4,Philosophy
3d60ee39-01cd-4360-b80b-af9feb0e9f03,The Stranger,17.44,15 ,4,Philosophy
9a91a21d-ffef-467d-87f1-7a36af1691b8,Proofs of God: Classical Arguments from Tertullian to Barth,54.21,8 ,1,Philosophy
c09b03e5-2138-4a2f-8b3e-75a0a854ab16,Kierkegaard: A Christian Missionary to Christians,47.13,8 ,1,Philosophy
d32da7db-a156-4698-89f0-ff33e1af90c8,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,7 ,5,Philosophy
f4220c2a-5e94-428a-83af-10fb4be27bd6,Critique of Pure Reason,20.75,5 ,1,Philosophy
8b7271af-c72e-4d96-bbcd-98025d7808c2,"Run, Spot, Run: The Ethics of Keeping Pets",20.02,2 ,1,Philosophy
9162aa23-b3b0-40d3-9de5-fba9681cbf99,The Nicomachean Ethics,36.34,1 ,1,Philosophy
99e764a3-f798-4fef-a519-c9f52733d470,Meditations,25.89,1 ,2,Philosophy
376216e2-b10f-4ff0-adb1-04cea60f3bd6,Beyond Good and Evil,43.38,1 ,1,Philosophy
7e768f9a-2651-4623-9bb1-4355089a3638,Chase Me (Paris Nights #2),25.27,19 ,5,Romance
5fa98439-db0d-4007-aca9-91163ba65ff4,Black Dust,34.53,19 ,5,Romance
cd6ae971-eef5-43c7-9a2d-251d0bd30d4e,Her Backup Boyfriend (The Sorensen Family #1),33.97,16 ,1,Romance
4599a8ea-2be7-469d-88e4-3ef9d17af35c,First and First (Five Boroughs #3),15.97,16 ,4,Romance
110e89af-22a4-4e70-b655-83de83b2e3e7,Fifty Shades Darker (Fifty Shades #2),21.96,16 ,1,Romance
a7f341a1-e49d-4ed8-a760-f4da34835225,The Wedding Dress,24.12,15 ,1,Romance
29f800a3-84ee-4d35-839f-99127aec7e0b,Suddenly in Love (Lake Haven #1),55.99,15 ,2,Romance
032abd0d-f8b3-427b-9f42-c51ee31e8077,Something More Than This,16.24,15 ,4,Romance
4d57425a-7458-4b96-8dcb-ece47f44dc4d,Doing It Over (Most Likely To #1),35.61,15 ,3,Romance
38d3044e-261d-4fae-8e8e-e7c688db8e19,The Wedding Pact (The O'Malleys #2),32.61,14 ,3,Romance
5233828a-ffa6-4c67-91d5-ffe12d2cfc9d,Hold Your Breath (Search and Rescue #1),28.82,14 ,1,Romance
a3ee5ffc-d097-4203-9bfb-11051bf0afa6,Dirty (Dive Bar #1),40.83,12 ,4,Romance
47000f41-7658-4064-8239-1b38040d9aba,Take Me Home Tonight (Rock Star Romance #3),53.98,11 ,3,Romance
4f682f78-503a-4ee3-ae71-d7e45a162a59,Off the Hook (Fishing for Trouble #1),47.67,11 ,3,Romance
5340c829-7a80-4c60-b36f-4bb6371bc502,A Gentleman's Position (Society of Gentlemen #3),14.75,11 ,5,Romance
2975c1e7-ff95-43e7-b0db-a16ed00e57cd,"Sit, Stay, Love",20.90,7 ,3,Romance
2185a890-ca74-422a-863d-90e10eeba1b7,A Girl's Guide to Moving On (New Beginnings #2),31.30,5 ,1,Romance
8d10a742-3a7b-46b6-bb93-5d88d75c7e39,The Perfect Play (Play by Play #1),59.99,4 ,3,Romance
0252b409-f683-44bc-be0e-9d7244d6831d,Dark Lover (Black Dagger Brotherhood #1),12.87,4 ,1,Romance
19fd8ac0-cc9d-4f27-98e1-28f89e97e530,Changing the Game (Play by Play #2),13.38,4 ,3,Romance
cbec2247-e83d-43f0-b45e-f3a49b9a3898,A Walk to Remember,56.43,4 ,1,Romance
fcf87380-c393-41cc-a5bf-cf643c5419aa,The Purest Hook (Second Circle Tattoos #3),12.25,3 ,1,Romance
105c9205-f20d-4e23-9e6d-e790cea8350e,The Obsession,45.43,3 ,1,Romance
3d1c1823-153e-40ed-b4f2-37e1c829f76d,Reservations for Two,11.10,3 ,3,Romance
ac28394e-cb02-4cc5-9ecf-cb13bde9ef98,Best of My Love (Fool's Gold #20),27.41,3 ,2,Romance
4da77ddd-1ef8-4bde-bc28-71f96be7e555,Where Lightning Strikes (Bleeding Stars #3),39.77,1 ,3,Romance
2b497c50-c044-4f2d-ac91-33b785d8c0e5,This One Moment (Pushing Limits #1),48.71,1 ,1,Romance
78141fe8-42d7-4a99-988e-2b663fad3dbd,"Rhythm, Chord & Malykhin",28.34,1 ,2,Romance
ea676acb-88ad-4cc9-8750-731aff5d0f00,My Perfect Mistake (Over the Top #1),38.92,1 ,2,Romance
93220b52-9f8a-41e2-92d8-3e9ff177c3a6,Listen to Me (Fusion #1),58.99,1 ,3,Romance
684c5dc1-dccd-440f-b3d0-fb36b2625cec,Imperfect Harmony,34.74,1 ,4,Romance
be8fda08-da18-49ec-a3a7-0c7afbe4d66a,Fighting Fate (Fighting #6),39.24,1 ,3,Romance
b84f13f4-f653-4faa-b93b-d9d55786c8cc,Deep Under (Walker Security #1),47.09,1 ,5,Romance
016c00f7-70b9-4ab2-848a-60d34892f92e,Charity's Cross (Charles Towne Belles #4),41.24,1 ,1,Romance
34907afa-af28-4728-b58f-770dc456a9db,Bounty (Colorado Mountain #7),37.26,1 ,4,Romance
547e6433-a2d0-4790-8cd7-fbe41c702898,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,57.36,15 ,4,Womens Fiction
8a1623a2-0029-403a-8351-f46f8c046b55,Will You Won't You Want Me?,13.86,12 ,3,Womens Fiction
292d08a8-4bd1-4dad-bd05-ad33b1c7f3f4,Keep Me Posted,20.46,11 ,4,Womens Fiction
6962f2ae-db3b-401f-b2b4-47dde6e1b9ea,Grey (Fifty Shades #4),48.49,11 ,4,Womens Fiction
893eeca3-2dfd-4d59-a3a9-d7039281ec60,Meternity,43.58,7 ,3,Womens Fiction
e5ed9f4e-95a8-4238-af34-057eb8fa46b3,Some Women,13.73,4 ,5,Womens Fiction
e2067164-7ac5-4528-93e3-b9ed76dd1d11,Shopaholic Ties the Knot (Shopaholic #3),48.39,4 ,5,Womens Fiction
ca78ca96-6967-4599-a06a-6653e17dbd23,Can You Keep a Secret?,21.94,4 ,1,Womens Fiction
cd961652-7584-49d0-bb7b-8f4c79b708cb,Twenties Girl,42.80,3 ,2,Womens Fiction
80786afa-187c-4914-9b7d-446b03022d62,The Undomestic Goddess,45.75,3 ,4,Womens Fiction
09af361e-e472-4ff1-a207-d0cb3acd6d4f,The Nanny Diaries (Nanny #1),52.53,3 ,5,Womens Fiction
6dece6c0-577a-4d80-a6db-2249779fc180,The Devil Wears Prada (The Devil Wears Prada #1),44.29,3 ,1,Womens Fiction
3725363c-a8fb-45da-b140-995fdbd7225a,Something Borrowed (Darcy & Rachel #1),48.96,3 ,5,Womens Fiction
